Tweet,Offensive
@user @user @user DAVID BIRNBAUM::::The INVISIBLE MAN…EXCEPT AT ELECTION TIME. EXACTLY WHAT IS WORST ABOUT THE LIBERALS…ARROGANCE &amp; COMPLACENCY. DID I MENTION ARROGANCE &amp; CONTEMPT FOR THE ELECTORS? ,1
@user I can't believe Quin invented gun control ,0
@user @user Bro I randomly tried this dns shit and it worked first time wtf ,1
@user IHMYKGODOOSJ HE IS THE EPITOME OF BEAUTY ,0
@user They are hoping all over it. But then they are probably the biggest crowd of racist bigots in the country they back antifa ,1
@user @user @user He didn't pay a money for his accounts and stuff.  So he is now a stranger.  And everything it is because of his obsession for Sonic.  I hope that he dies there. ,1
@user Boo hoo shu.....you are never on the right side of winning. ,0
"@user @user @user @user Nothing abusive should ever be done to anyone!  Including the women and people of this country she is putting under horrible stress worrying about what she is going to do.  This should have been an easy NO"""" from her if she is who she says she is.  And I agree with you Gabby!"""" ",0
@user @user @user She is just so effortlessly funny 😍 ,0
@user @user I suggest using handcuffs to remove you! ,1
@user @user God thing we have Beto in Texas. He is for decriminalizing crossing the border. He is for reasonable gun control for Texas citizens. Someone could get hurt if citizens try to defend themselves. Poor Arizona you need a Beto of your own. ,1
I now have over 6k followers.  Only 94k to go to get to my goal!  #TrumpTrain #MAGA #KAG ,0
@user @user @user @user @user @user @user @user @user @user Thank you Moe! 😁🌪🌪  #MAGA  #TrumpTrainPortal ,0
"@user @user @user @user @user with the caption so much for the tolerant left"""" ... yup you fit the description of ANTIFA . I suspect you are not a threat as I doubt you can attack any reporters from your mom's basement."""" ",1
@user Anyone supporting nike or kap is antiAmerican ,0
@user @user Thats perfectly true. Torys and Labour are different but pretty much extreme it looks like normality doesnt exist anymore. None of them is even able to name the problem as it is how can they solve anything. Not that liberals would be that much better ,0
@user 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall. ,1
"@user Heavenly Father I ask for a hedge of protection for those in the path of this horrendous storm. May God Bless the USA, the POTUS and the Patriots of this Great Nation! May God's Wrath fall upon all Tyrants, Human Traffickers and those who betray our Great Nation! WWG1WGA"""""""" ",0
@user Hang in there. She is alive. ,0
@user @user so true for lucky she is appearing in lot of projects ,0
@user @user Target is brilliant with this. Keep an eye out (esp online as there’s online only shit that’s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR. ,1
@user God help every citizens whether they are Republicans or Democrats ,0
@user @user Still you are very good. But I’m down to play. Scared money don’t make money they say. ,0
@user @user @user @user That is to say I was aware it wasn’t written for me. That’s ok though. You can tell that she really loves the housewife culture she is writing about. Imagine Shirley Jackson without the misanthropy. ,0
@user He is a troll.  Not open to facts ,1
@user @user @user @user @user Liberals don't address. They insult and attack. ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Be best. Be #MAGA  ✅Following amazing patriots. ,0
@user Yoo our dogs should totally fuck ,1
@user @user when robyn posts a selfie the world stops for a moment to appreciate it ,1
"@user Be patient with us we have autism"""" Cap!"""" ",0
@user @user @user Nasty a$$ Liberal sheep...you are prime example of sheeple with NO BRAIN. ,1
@user When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again. ,0
@user @user @user @user @user @user @user @user @user @user @user @user You stated the 1994 AWB was constitutional. I asked you to provide the SCOTUS case.   The response about the alleged support for gun control to that is a complete non sequitur. ,0
@user @user Thank you @user Your bravery is duly noted. ,0
@user @user @user @user By any chance did you sexually assault girls in high school? That would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  I bet I'm right... ,1
@user @user It's OK that you are confused. Paul Guenther is a proven DC and play caller. We are rebuilding and trying to remain competitive at the same time. We will have steady improvement ,0
"@user @user And don't forget her comment I'm not some woman standing by my man like Tammy Wynette"""" but she was and she is. Thus, she is his complicit enabling bimbo"""" ",0
@user I hope you would give your expert advice on the economic matters to the Govt. of Pakistan even if you are not a member of the economic council. Position/posts don't matter. One can serve the country without any position or post if one really wishes to do something for the country ,0
@user I get several of these per week as well. They all seem to be stranded in Ghana or something like that and need me to transfer money to them.  One used the picture of Polish model Ewa Sonnet (don't ask me how I know who she is...) ,0
@user @user @user @user Post hoc ergo propter hoc.  Your homicide (&amp; gun violence!) rates have increased steadily over the decades since the 1st implementation of gun control laws. Homicides have recently dropped (unrelated to any significant gun measure) yet police are demanding to be armed. ,0
#StaffPick: 'A human rights crisis': US accused of failing to protect citizens from gun violence ,0
1. I got a dig bick 2. You that read wrong 3. You read that wrong too 4. You checked 5. You smiled 7. You are wondering why you're still this reading this 8. You saw that mistake... right? (On 7) 9. But did you see that I skipped 6? 10. You checked.  30 seconds you won't get back ,0
@user @user Good shit my bad though ,1
@user @user @user I was 15 ==&gt; I can remember everything time place witnesses I told and who drove me home I was glad I was still alive.  Too many women out here KNOW the truth so who are the Dems running this scam for?  Their Gruber Brained ANTIFA crowd?  Naw who then? ,0
@user @user I cri evritiem ,0
@user I think Becka belongs in that room with the trash making comments like that. I don't hear you denouncing ANTIFA...who ironically models their flag after the nazis. ,1
@user He is the AL but If were talking entire MLB I will still take Arenado all day defensively over Chapman. ,0
@user @user @user @user @user @user Fuck if I fry with no money imagine if there was ,1
@user Go roger I quit watching anyway nfl is on the way down the people are moving kids to soccer golf tennis shame but kneelers are killing the game ,0
@user I know a lot of Democrats you wish good things for her butt she turned to the dark side. ,0
How wonderful to see our President on the ground in New Burn NC handing out hot meals and spending time with the hurricane victims!!! Rare site to see a US President who cares so much about the American people. WE love you @user so thankful for your service to our country. #MAGA ,0
@user @user @user @user Liberals are vile vicious and disgusting ,1
@user I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day! ,0
@user Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good. ,1
@user Stop giving this family air time. It's exactly how Trump is where he is. ,0
@user The war on conservatives =ANTIFA ,1
@user I can’t wait till antifa dorks get shot trying this. ,0
@user #QAnon devotees only:  The shooting at Sandy Hook elementary school in 2012 was a hoax or false flag to curry favor for gun control ,0
@user RIP comrade! #ANTIFA ,0
@user Conservatives believe attempted rape is a form of flirting.  That’s why we’re getting all the “if you look into my past you won’t believe what I did” nonsense. ,1
@user @user @user It would destroy her life. The entire right wing juggernaut would run her down - every ex boyfriend interviewed etc. she is the innocent party. He’s the one trying to grab a lifetime power position. ,0
@user @user Democrats will say he shouldn't be confirmed because of it. Republicans will say she is politically motivated and has no evidence to prove her claim. And a week from now we'll be right back where we were. ,0
@user @user Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives. ,1
@user 45 is sweating. He knows he is screwed..tick rock. Orange is the New Orange. ,0
3 yrs connected on Facebook- Kathy you are soooo lucky 🤣🤣🤣🤣 NOT REALLY I am blessed to have you as a friend ,0
@user @user @user Have you seen or listened to your ANTIFA pals? ,0
@user Btw When do we get to the dog kennel on the roof of the Station Wagon part? Now That’s Dog Whistling ,0
@user @user @user @user @user The Tea Party was the symptom not the cause. It started with Jerry Falwell and the Moral Majority that was formed in the 1970s. The GOP aligned with them as social conservatives rather than sticking with their fiscal conservative platform. The Tea Party grew out of that. ,0
*shuving tide pods in mouth* need more gun control nomnom nom nom ,0
"@user The pit bull debate is just like gun control. Pit bull kills someone and here comes pictures here's my loving pit."""" gun kill's someone and its """"I have 4 guns and they never killed anyone."""""""" ",0
@user @user is this reputation’s next single ?? 🤔🤔👀 ,0
"@user But But But we need more gun control right? Oh wait... GUESS THAT DOESNT STOP CRIMINALS, only law abiding citizens. Which is known. So.... think on why they"""" want to CONTROL you and disarm you."""" ",1
@user I think it’s a stupid choice not to put the planting of the flag in there.  You are intentionally saying FU when you could be having audiences clap and cheer because of the accomplishment of the nasa team and the country’s support.  Not going to see it. ,0
@user no  MAGA is true  Many  Are  Getting  Arrested  ,0
"@user Your article on Clay Travis Politics in Sports """" is the same old ANTIFA-LIKE RANT"""" ",0
@user Glad you are the same person. Keep up the good hard work. ,0
@user @user Me too! Jacks a sack! We conservatives tweet in a barrel! ,1
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user now you touched visa-mata's raw nerve by saying modi for 2019"""" thats why she may block you soon  she is having wild/wet dream of being PM after modi fail to get full majority in 2019.  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014"""" ",1
"4/5 Despite dissent within @user @user declared “All Canadians are aware of the need for changes to Canada’s gun control system. This government is committed to the reduction of crime, and effective gun control measures are an important part of Canada’s criminal law. ",0
@user @user quit being a fig and stop allowing violence against conservatives on your platform ,0
@user Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!! ,1
@user American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained ,1
@user And there was much rejoicing ,0
@user  Caribbros please fix oroshimaru he is broken he teleports and he can spawn a lot of snakes but players can only spawn one thing how are we onna beat him if he is so broken and glitchy!😡😡 ,0
@user Childish and unprofessional. ,1
@user You are ridiculous and need to retire! ,1
@user @user @user @user Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO. ,0
"#Yemen's Mukalla, once overrun by al-Qaeda, tries gun control. “In other places, manhood is proven by carrying weapons. @user ",0
@user Great sis ,0
@user Limousine liberals. ,0
"&lt;God's chosen leader"""" my ass!  Fuck Christian conservatives!!!&gt; Baptist pastor Brian Kaylor claims Sarah Huckabee Sanders lies to defend “God’s chosen leader” ",1
@user how’re you going to communicate with customers ,0
@user She is very beautiful also her hair. ,0
@user @user You can’t tell us #Conservatives that @user didn’t connive with @user to keep all of this under wrap till time for final POTUS vote..#DirtyPolitics ,0
@user Another illegal ,1
@user So you are advocating for a 35-person debate or what? ,0
This guy is a disgusting little perv. #MAGA ,1
2/ #MaximeBernier supporters @user not conservative enough.   We need to move to the right!!!  But Max says room for the NDP but not conservatives.  I don’t understand why thoughtful Conservatives aren’t calling out this hypocrisy.  I keep getting this meme   It’s a fraud. ,0
@ MY LRT IM DYDINV G SHE IS BEAUTIFUL ,0
@user @user @user @user @user @user @user And your President respects all of that. You liberals do not. ,1
@user I can't drink. ,0
@user You haven't a clue of what you are talking about. You cant even tell the difference between a real nazi and a freedom loving minority. ,0
@user “She is such a cutie ,0
@user @user Keep up the good work Jurky---you will have CA broke by the time you leave-just about there today.....yes I sold my property in Rancho Mirage ----limited hurt..... ,0
@user You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥 ,1
@user @user @user Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes. ,1
"@user All voting is strategic. My comment re: whiteness"""" was meant to show how white liberals ignore that fact in making blanket aasertions about voting D, &amp; when they turn criticism of Biden into an opportunity to lecture ppl in """"safe"""" D states that they MUST vote Dem. It's inane."""" ",0
@user @user Smut straight from hell ,1
.@USER was first Trustee to join @user @user to lead the charge since 2015 to divest from fossil fuels.  She is a true accomplished progressive who actually gets results.   Vote Letitia James for NY AG tomorrow  Democratic primary  Sept 13th  ,0
@user Fuck em all. Complete morons ,1
@user @user You are ....... ,0
@user Soros' people are really vicious and out of control.  He or one of his allies probably plans and funds Antifa.  They are actually trying to take over the government. ,0
@user And the only people who actually watch the Emmys are low intellect liberals and crackheads. ,0
@user @user @user Your hatred is so deep that you construct the truth on how you want to see it. Trump continually insist on saving Social Security and it was Obama who bow down to every country and apologize for America. What's wrong with you are you that anti-American because of trump wow ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Followed all patriots that I wasn't already following 😃 pls follow back! Thanks @user for a great list of Trumpsters! MAGA! #PatriotsUnite ,0
@user @user @user What the hell has his location at the time of the shooting got to do with anything? People don't have to be shot to fight for gun control! Usually they can't after the event because they are usually DEAD! ,0
Hispanics flourishing in Trump economy #MAGA ,0
"@user @user And if the Resistance"""" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A"""" ",0
@user @user @user But under #Trump they agreed to take him back to Germany. So thank you @user !! ,0
@user What about the life after they are born.  Like gun control. Health insurance for everyone. ,0
@user @user needs to get over it. It’s been 5 years since he hasn’t played for the birds. Move on already. There is hardly anyone still on the team from when he played with the Birds. He is starting to sound bitter that he doesn’t have a ring ,0
@user Awww his poor pocket. Try something else ,0
@user @user send in some of your antifa super soldiers to sort these Tommy Robinson fans out. ,0
"@user @user To the view"""" all the persons involves in the show- please you are better than """"this"""" to have self promoting """"stripper"""" on with her lawyer  please don`t lower your standards !!!"""" ",0
@user Stylistic nuances are trivial. U shud prioritise a level of discretion &amp; ambiguity that keeps ur adult life from being harmed by Leftist Elites &amp; their Antifa shocktroops ,0
@user @user Yep. Here she is defying us to take another picture. ,0
@user Joe’s number one rule is respect 90. WC did not. I love the kid. He is kinda gassed. Frustrated that hitting went bad after all star game. He will learn from it. Go Cubs! ,0
I got more common sense than all of my followers  :) ,1
@user @user @user @user @user @user @user @user @user @user @user @user You rock brother. I am proud of my Antifa badge of honor I earned last year! ,0
@user @user Bitch I wanna know ,1
@user Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts! ,1
@user @user We loved hearing Laura speak in Duluth! She is truly a strong supporter of our beloved President...we need to flip MN RED!!!! ,0
@user get your shit together ,1
@user He is BAFOONICUS ! ,1
@user @user @user @user @user @user @user @user Get your point but not sure how many years they were in different districts total? but teams in same district can still meet up in semis in the old district format from 2002-2017. In fact a district runner up won the 3A football title a year ago. ,0
@user @user So let me get this straight they want us to hold off on the confirmation hearing for what? Polygraph is inadmissible. All to hear he said she said? Ford signs paper in trump case against illegal separations? And Cavanagh has just about every woman stating he is honorable. Vote ye ,1
@user @user @user @user @user @user @user @user @user or where 25 Oct 2005 Brazil citizens overwhelming voted “No” on the government implementing strict gun control by a factor of 63.9%  And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense ,0
@user I LOVE YO CUTE ASS ,1
EXCLUSIVE: Soros-Backed Activists Slip Cash To Anti-Kavanaugh Protesters Before Arrests via @user ,0
@user @user No they aren’t! They have all said she could speak in or out of the public &amp; she should be heard! Stop spreading lies! Of course u liberals think u should just ruin his life with no evidence ,1
@user bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business ,1
@user @user The ‘AntiFa’ crowd? What a quack. ,1
@user @user She is way beyond stunning. @user give the word stunning a whole new meaning  .@USER #Q #QAnon  #MAGA  #QArmy  #WWG1WGA ,0
@user @user @user @user @user Where did I say he is unplayable? That was the other guy. But vs Houston on the switches in a potential first round series? Sheesh it wouldn't be nice ,0
@user @user @user @user @user Do the mass school shooting numbers take Republicans’ disinterest in gun control to keep their NRA $ coming into account? ,0
"@user @user @user @user @user @user @user @user @user @user @user @user Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""""."""" ",1
@user She is perfect in every way!!! ,0
@user @user LMFAO!!!! ,0
@user don’t get me started on the head of special needs she is on another planet ,0
@user @user hey y'all take this shit to dms aight ,0
@user I loved the House Bunny. And the remembering names voice was funny. My family and I watch Mom it’s great. I’m a recovered addict or moderately recovered if you are one who counts pot lol. It’s a very good show. ,0
@user @user @user We need gun control laws to be safer and changed in Florida. This is why I am voting for the Democrats to help make our environment and health care better for us all! Please get out and vote! ,0
@user Pussy ,1
@user Your dad is my Idol an he is raising to amazing young men ,0
@user Clearly Durbin lived under a rock for those eight years! ,0
@user @user @user @user LOL!!!   Throwing the BULLSHIT Flag on such nonsense!!  #PutUpOrShutUp   #Kavanaugh   #MAGA   #CallTheVoteAlready ,1
@user We were tired of gun violence long ago. Unfortunately the GOP has allowed the NRA/gun lobby to take over the issue. Many gun owners support some basic common sense gun control but you wouldn’t know it from the lobbying. ,0
@user He wants to be the senator of North Mexico. ,0
@user @user you took a sip of your trusty vault 13 canteen ,0
@user Following the Constitution is not victimizing.  @user and liberals in general despise the Constitution. ,0
@user @user There aren't any principled conservatives ,0
@user @user Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it............. ,0
@user Holy shit this is sick :0 ,1
@user The suicide rate in America is similar to other countries that have strict gun control.They use other the U.K. jumping from cliffs and bridges is a common method. ,0
@user @user @user @user @user 3) I will always defend the 2nd. But not the NRA who when I 1st joined was about promoting &amp; educating gun owners &amp; the public about guns. No hypocrisy here Amy well except maybe on your part. FYI I know a lot of Liberals that a members of the NRA. I don't always agree with them ,0
@user @user @user @user @user @user He is also the one who started using Cambridge Analytica ,0
@user @user Kerry needs prosecuted for colluding with Iran. This needs to be done quickly. Revoke his security clearance &amp; remove his passport. He is a traitor--always has been! ,1
@user I would be surprised if she is even on tomorrow ,0
@user @user Vinnie’s gonna hunt me down at an antifa march.  Shouldn’t be hard to recognise me  😂 ,0
No. I respect him for sticking up for his wife but let's not forget that he's running around screaming MAGA &amp; said slavery sounds like an option to him. ,1
@user Apparently she was a diva when she was with heathers and I think she might’ve gotten fired for it? And she said something like 2 years ago that people took as being trans or homophobic I don’t remember ,0
@user And when they met he looked at her and said I'm in charge in you're my bitch. Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell out of there so she didn't get hurt. ,1
@user @user @user Mark my words: #BLUEWAVE2018 🌊🌊 ,0
@user Why in the hell would I do that? The left already hates me enough. Black conservatives aren’t liked in this country. I comment and fight because of that. ,1
@user Why are you the way that you are ,0
@user @user @user Exactly. I haven’t watched in two years and I refuse to. As a former @user fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is. ,1
@user He is an egomaniac and doesn’t like to lose so he will spend money for free agency and his drafts are better ,1
@user Damn hope you find some bitch 😂 I bought some yesterday LMAOOOO ,1
@user Drill baby drill ,0
"@user @user @user @user @user @user @user @user @user @user @user Yeah. That's kinda the fashy thing right now. The Proud Boys scumbags wear tshirts saying Pinochet did nothing wrong""""  And Antifa are the ones who are violent? Please. It's been an actual fascist every time this has been brought up in my experience. Like dude here, who stopped.."""" ",1
#RSSReachesOut Now its open to everyone who really is intolerant. Shame on these Psuedo liberals ,1
@user He's an actor and a comedian not a political leader ,0
-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... ,1
@user And I’m assuming the people waiting to see him and who gave it to him are just as deficient ,0
@user Does penn state produce criminals too? ,0
@user Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda #MAGA ,0
@user @user He's NO POPE!! ,0
@user @user @user I don't think you have a clue what leadership and liberals have the temperament of 2 year old children being told no....you have the intellectual brilliance of a goat.. please stop tweeting. TDS  is making look quite the fool.. ,0
@user @user You know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won't do shit if you look at Fort Hood. ,1
@user @user The Fall of the Church of Rome? ,0
@user Blame Trump???  U bunch of idiots. Blame the corruption over in PR ,1
@user 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! Fuck you! ,1
@user @user why bore me with something that don't mean nothing at all what she done in the past and who she is now. Wow she wore tracksuit she probably would of warn many of things?..! ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸 ,0
@user Please add me. Thank you   #MAGA ,0
@user Sorry but bloodsuckers are bad almost as bad as elves like you are dating an undead monster who cant be controlled and even if they can be controlled you'll die before her and make her have mental issues ,1
#sorrynotsorry   If you breastfeed your child who ends up having a milk allergy and so you just SWITCH to formula are you really putting your 100% into parenting?! No you are being lazy! Change your diet go lactose and soy free so your baby can have the best of the best. ,0
@user @user A bunch of liberals.  They can’t deliver ,0
@user Now that’s what I call “Gun Control” ,0
@user About Time!!!!! ,0
@user She is hot!! ,0
@user Are #LEOs okay with their home addresses being passed out to any antifa who attend a few DSA meets? ,0
@user @user @user @user @user As is UK democracy - supposedly. ,0
@user That sucks 👎 ,1
"@user @user Common sense gun control"""" would indicate Looney Leftists should not be in possession of firearms.  For their own safety."""" ",0
@user @user But to go all antifa on ppl like friggen Milo? I don't buy that conservatives who like medicare don blackout and then going millennials for antifa protests. ,1
@user MAGA KAG WINNING ,0
@user @user This is priceless   they will get to relive this in 2020. Go trump ,0
@user ...Not too old to stand up and yell when she is out of order....Guess she gets what’s coming to her like everyone else. ,0
@user @user They always get mad when they are losing money. 🇺🇸 ,0
@user You’re not a proper country girl if a bit of mud puts you off! ,1
@user Thank you for the updates....you are doing an excellent job ,0
@user Fuck 😩 I didn’t realize it until I got on and finally played it again ,0
"@user @user @user Liberals today R VERY different from Classical Liberals. Liberals today have gone so far left they R Marxists. You're burying your head in the sand if you think neo &amp; classical Libs are the same. Trump is so authoritarian"""" people can say what they want about him &amp; not be killed."""" ",1
"@user @user @user @user @user @user Why are you buying into the global"""" crap? That is a very """"liberal"""" position and exactly what is killing Canada right now. Please lose this if you truly want your party to succeed. Don't use the cliche&amp;catch phrases that the liberals use-it makes you look like liberal wannabes."""" ",0
@user @user Why are they there??? It seemed like they are brainwashed ,1
@user @user I have some work to do with my oldest (20) daughter. Stood in line with her &amp; voted in 2016. She is still very very bitter &amp; it’ll be tough to get her back this year ,0
@user @user Just block the idiot. He's not even worth this post. ,1
@user Let me borrow yo shit first 🤣 ,1
@user @user @user What has awaken so many women in this country is the asinine over the top stupidity of liberals today!! ,1
@user And the issue is much greater than gun control ,0
@user Hope she is ok. ,0
Actually antifa makes u want to kick them right in the teeth ,1
@user Let's not kid ourselves...you are a prostitute...for the @user ,1
@user Dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies ,1
@user @user @user The whole milk thing is a lie anyway. Not needed. Does weird things to humans. Save your money for your Labour membership. x ,0
@user @user Need help packing? ,0
@user @user Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces. ,1
@user Well now he is cut! ,0
"1/ [L]iberals and conservatives are on average no more or less narcissistic compared to each other. But the two political orientations are associated with different facets of #narcissism."""" ",0
@user @user @user @user @user No.   I mean parasite in the sense of private companies being an unnecessary  and universally-unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy. ,1
"@user @user @user I didn't see the referred to TV segment, and I don't support the response, but It is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. It is unfortunate that UR willing to sacrifice Black people to make you such a big man""""."""" ",1
"@user  Aurora is growing and learning stuff quickly! She is really good at drawing and counting! Such a intelligent baby ~ """"  He laughts playfully at kiss being breaked. Pecks his nose."""" ",0
@user @user Sorry but antifascists and left leaning people need guns for defence unlike what some liberal pundits are propagating with their gun abolition rhetoric. I used to support gun control but I don’t trust leaving the state to have even more power over the majority worker class. Also ,0
@user Manafort has been on K street for a long time. He knows things. Deep dark things. I agree. He is gonna burn some folk. Mueller already knows who he wants. Manafort is gonna give them up. ,1
@user Be still.  And know you are being prayed for . ,0
@user She is so frickin adorable ,0
@user @user No conflict here—don’t look at this.  #Soros involved in violent left agenda of Antifa also. ,0
@user All that shit was hers ,1
@user What? He didn’t get to where he is by saving money through eating McDonalds. How much he makes is the only thing that is relevant. ,0
@user There are no principled conservatives. ,0
@user @user Corruption (except for my household) and Socialism (except for my household) gun control (except when I need to be protected)... Shall I go on?  🤦‍♂️ ,0
@user There are more good people than criminals.  If the good people are armed the criminals won’t stand a chance.  In the USA the cities with the highest violent crime rates are those with the strictest gun control.  The Swiss are all armed and trained - violent crime is rare. ,1
@user @user @user He is talking about you big O. ,0
#ICYMI this desperate attempt by Conservatives to install #Kavanaugh while rest of the nation says #KavaNOPE. ,0
@user He’s got a lot of nerve - fast &amp; furious. ,0
@user Holy crap. I didn't realize it was THIS bad. Thanks for posting this... ,0
@user @user I just saw a video that you are corrupting our government and from the evidence i just saw you are going to jail!!!! #MAGA #TheGreatAwakening #QAnon #YouAreGoingToJail #YouHaveBeenExposed  ,1
@user Eric ur no Jeff sessions!! ,0
@user The beauty of this.  Just like the dems inventing the nuclear option the next time a liberal is up for consideration for scotus we conservatives will know what to do. ,0
(I guess I just need to double down on my donations to protect the Constitution and Bill of Rights!) Fast Company: ‘Gun Control Groups’ Donations Hurt Because Everyone Agrees With Them’ - The Truth About Guns ,0
@user The  tweets show how demented liberals have become.  They have zero credibility ,1
@user Excuse you. She is the best. She just wants to hang. ,0
"@user shortcummings"""" this person is definitely a MAGA person."""" ",0
@user Tbh if you’re doing international adoption you’re pretty much buying a child 🤷🏿‍♀️. People do spend a lot adopting children bc our system allows people to baby broker for profit. In America if you’re going through an agency you are in part buying a child ,0
"@user @user @user You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns"""" yes makes sense."""" ",1
@user I love her! She is the sweetest! 💕 ,0
@user What’s your point. You are so clearly ignorant about the nature of sexual assault ,1
@user @user If he is innocent he should be vindicated and there should be penalties for false accusations also. ,0
@user I think he is up to super bad stuff. ,0
@user @user LMAO....YOU SUCK NFL ,1
I hate the Democrats but they do Fight like H3LL everyday.  R's are making so much from Lobbyist they don't give a damn what we want.  I'm Ready for #MAGA Party   but we have to get Trump elected 2020 and keep democrats out till 2020 ,1
@user please help her out. She is distressed. ,0
@user @user @user Following because she is not only a tacozt bit a sociopath and a moron all lethal combos ,1
@user @user Agreed. Iowa State was able to get to him a few times just after he released it. I tend to think he is more durable than most though. ,0
@user Do you think he should be impeached ? #maga ,0
@user Wow She's A Piece Of  Work🔥Obviously She's Been Involved In Rape Are Sexal Misconduct And It  Didn't Go Her Way🙏Awful Thing To Ruin Anybody's Life That's Innocent💯 #MAGA  #ConfirmKavanaugh  #JUSTICENOW  #VoteRedToSaveAmerica  #GodBlessAmerica  #AnnaLovesTrump #TrumpsArmy 🇺🇸 ,0
@user @user @user Awesome! ,0
@user 21k dong ,0
@user @user @user @user @user @user @user @user Yes his brain was effected. He is one of the sharpest attorneys in America. But maybe it effected your brain is tge what you meant? ,1
@user @user I completely agree; which is why a potential victim's claim must be afforded due process before she (or he) is villianized. ,0
@user @user I SHITTED/SHAT YTD AND LOST 0.6KG CAN U BELIEVE IT ,1
@user @user Oh she is doing that all by herself ,0
@user 8th Demension. ,0
@user And Nero Goodell fiddles while the @user burns.  Glad I took up golf.  #BoycottTheNFL #BoycottNike #JustDont ,0
@user @user @user We all know death threat are a Resist/Antifa tactic. ,0
@user @user @user No I don't know. But I know he is one heck of a patriot who preached the unity of the people of #Ethiopia when it was costly to do so. ,0
@user @user The Brandon Lewis express ,0
"@user @user @user @user @user @user @user @user @user ATTENTION!! @user is publishing a target list for ANTIFA on his Twitter Account under Lists"""". The list has high profile names and names of everyday Trump supporters. PLEASE CHECK THIS LIST for your name. @user has NOT suspended his account."""" ",0
@user @user How come Cranleys minions don’t talk about gun control after all the lives lost in the inner city of Cincinnati but one looney shoots up 5/3 and now the city council wants to talk gun control? ,0
